"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG000000051561",190152.477417557,-0.131597025530818,0.0452786707242324,-2.90638005546373,0.00365637048691763,0.00561273982416127
"ENSG00000005175",68184.2192288207,-0.401332665184635,0.0355535711671818,-11.2881112082234,1.50230306735025e-29,7.66089289756822e-29
"ENSG000000051871",217753.875311941,0.397564692766947,0.126771188100676,3.13608082974832,0.001712220057904,0.00271044289516179
"ENSG000000051899",18221.1189248844,-1.25982620387286,0.095916565348568,-13.1346050527827,2.08576806302908e-39,1.4514026534748e-38
"ENSG000000051944",124160.192947967,-0.193699936818943,0.0496879978636825,-3.89832444749238,9.68605829242659e-05,0.000168920862636448
"ENSG000000052066",208446.571764785,0.897667107072005,0.0507001995340596,17.7053959416662,3.80991944465281e-70,6.63058325260786e-69
"ENSG000000052389",52998.8763295097,0.505063360479846,0.0540903027246112,9.33741049761294,9.87188993316769e-21,3.72256981370412e-20
"ENSG00000005243",88866.8387012394,-0.230680161259206,0.0935455327657094,-2.46596662009461,0.013664406741589,0.0197857283788935
"ENSG000000052492",10168.0494384773,0.973672711166082,0.149261181530336,6.52328154703901,6.87855685691248e-11,1.72463710704591e-10
"ENSG000000053027",62147.1543442922,0.57185263658719,0.0348816657658526,16.3940747676966,2.10826173353572e-60,2.72588302450651e-59
"ENSG000000053394",256843.009552191,0.135318851229033,0.046364505363546,2.91858718577912,0.00351621531256362,0.00540555600036703
"ENSG000000053795",40334.8108470798,1.96686143886329,0.1071945303678,18.3485242401334,3.39200786228382e-75,6.77699239540493e-74
"ENSG00000005381",3624.36050409852,3.89565182618025,0.229694771552273,16.9601240805505,1.62001992796332e-64,2.36053574850271e-63
"ENSG00000005421",1448744.47322796,-0.478753828429763,0.146858180069945,-3.25997386186963,0.00111422481644309,0.00179478787824853
"ENSG000000054363",89512.7978102786,0.293052611059773,0.0509507214548381,5.75168717325288,8.83571832835087e-09,1.99287481264414e-08
"ENSG000000054486",16421.826333464,-0.423155511556196,0.103546894991185,-4.0866074409302,4.37726826087275e-05,7.82013097445778e-05
"ENSG000000054691",138567.940778528,-0.727921989893957,0.0890998060664206,-8.16973708507646,3.09062250572126e-16,9.88460448582813e-16
"ENSG000000054715",599552.707053118,-0.108815997113204,0.134830677486336,-0.807056666493663,0.419633836431762,0.482148636849248
"ENSG000000054830",136957.463834731,0.417605495648815,0.0591821258242775,7.05627737821994,1.71022279667785e-12,4.6403285275826e-12
"ENSG000000054866",376432.389103995,-0.363276913908039,0.0636298362143576,-5.70922283508987,1.13493216691385e-08,2.54373604134606e-08
"ENSG00000005513",1496.86640847309,1.06366085516418,0.179544476181939,5.92421932316277,3.13784443182367e-09,7.2595915977535e-09
"ENSG000000057004",330293.159469623,0.31494235119093,0.059236968914766,5.31665203268739,1.05693915111125e-07,2.23691597919589e-07
"ENSG000000058016",49987.6232368706,0.683519315762971,0.051414308141197,13.294340437021,2.49665033225509e-40,1.78793928274442e-39
"ENSG000000058107",114727.040465325,0.742151256035387,0.0672691054840481,11.0325720952448,2.66142656249437e-28,1.29944052160168e-27
"ENSG000000058120",175781.295005891,0.0210828233178669,0.054299665443013,0.38826801502107,0.697817704523666,0.753866505886344
"ENSG000000058447",131929.21013105,-0.246113930617316,0.0922453977150382,-2.66803479321108,0.00762963565559119,0.0113585655848638
"ENSG000000058821",296293.502958795,-0.456001921054753,0.0724794641656376,-6.29146374499473,3.14486271826936e-10,7.63802632600648e-10
"ENSG000000058847",73378.1051741336,-0.96653793052076,0.15102175507793,-6.39999137887126,1.55385724978712e-10,3.83213204550397e-10
"ENSG000000058895",101979.192615076,0.194672421620024,0.0622178792599477,3.12888230739396,0.00175472576455053,0.00277469472832211
"ENSG000000058935",1171312.22278434,-1.31116016447844,0.0664562037501493,-19.7296879822976,1.19908110839738e-86,3.32690736071106e-85
"ENSG000000059617",2181.71442534679,1.77862392257948,0.153916807745603,11.5557485152579,6.90432661705779e-31,3.68905704171876e-30
"ENSG000000059812",8535.08120539363,-1.50733628459961,0.184837173803901,-8.1549412035416,3.49349791825479e-16,1.11430094593893e-15
"ENSG000000060071",166836.677510885,-0.249507297118282,0.0483062209080703,-5.16511729603335,2.40288190629651e-07,4.98029294389364e-07
"ENSG000000060157",160796.759376237,0.0252920853435206,0.0782578167574723,0.323189253054464,0.746551919381432,0.798076285570738
"ENSG000000060160",14970.3698204328,0.401935605484243,0.0884064600801315,4.54645062272519,5.45581619326766e-06,1.03903786025733e-05
"ENSG000000060251",17732.1805300967,0.629995568374497,0.103031792235778,6.11457448913258,9.68149401328542e-10,2.29677621132877e-09
"ENSG000000060421",153346.296543703,-1.70117710728804,0.117710539462185,-14.4522072115263,2.42779264961727e-47,2.15213616537866e-46
"ENSG000000060472",19748.0676983935,0.0812953514200935,0.18407628444406,0.441639463039024,0.658750122518674,0.717522343826205
"ENSG00000006059",24.083559102691,4.29242863464164,0.68666717665548,6.2511050193903,4.07558695643469e-10,9.84436000148275e-10
"ENSG000000060623",112005.877131762,-0.187666392260005,0.0873555298351749,-2.14830580976499,0.0316894696704046,0.0439830458325636
"ENSG000000060712",1520.77456872235,-0.141577152912501,0.2185289159627,-0.647864619145718,0.517072516250891,0.580133941944122
"ENSG00000006116",66.2761063152593,1.65937703941463,0.422087673127993,3.93135631542465,8.44679734321167e-05,0.000147853004019547
"ENSG000000061184",48419.6473494884,-1.84267432945383,0.156301615235908,-11.7892212865021,4.43623814719791e-32,2.45961507658964e-31
"ENSG000000061256",380728.905279491,-0.622677335653907,0.0462260782971448,-13.4702609131428,2.34037527342492e-41,1.73171817661288e-40
"ENSG000000061281",278.428063121058,1.84546370192343,0.522215786966959,3.53391021102968,0.000409460152648273,0.0006821630232092
"ENSG00000006194",117630.944866581,-0.015265455728489,0.0378346519603574,-0.403478159241004,0.68659649880243,0.743315960245157
"ENSG00000006210",145719.966343771,-0.874531397760088,0.0968540822324195,-9.02937055003511,1.72662069431234e-19,6.23906365449645e-19
"ENSG000000062820",249847.36717183,0.209832950282585,0.0702121931049909,2.98855428100378,0.00280300705771566,0.00434605385197084
"ENSG000000062837",587.883863328415,0.361549196318792,0.209383242080396,1.72673415850524,0.0842154180099892,0.11013826039929
"ENSG000000063273",226475.381388758,-0.642424700244171,0.133318703759819,-4.81871396980829,1.44486516929219e-06,2.8582439070288e-06
"ENSG000000063770",1269.33280180668,-4.39186827410199,0.270571464258587,-16.2318235817531,3.00400649040127e-59,3.77901405574236e-58
"ENSG000000064325",30896.8372102785,0.966933246920672,0.0772081514506339,12.5237196947905,5.53777538035932e-36,3.46649836579772e-35
"ENSG00000006451",125760.324996596,-0.763542258761672,0.0402389844496935,-18.9751871028517,2.73535930843132e-80,6.35154332108388e-79
"ENSG000000064533",296721.393484866,-0.250804822751716,0.087339103724298,-2.87162121039652,0.00408372138016486,0.00623824058149722
"ENSG000000064590",82648.4164317908,0.74915079152785,0.0697165794297858,10.7456619021641,6.21147761426745e-27,2.89546656440347e-26
"ENSG000000064683",33712.1208981761,-0.282133118943651,0.123659996411261,-2.28152294300049,0.0225175206630383,0.031748509894693
"ENSG000000065305",84145.9139674059,0.421549580600451,0.048664889678972,8.66229397377227,4.62364132319771e-18,1.58750299674842e-17
"ENSG000000065345",55348.8343661043,-1.24825196874743,0.0995487025619192,-12.5391083622714,4.56098339564971e-36,2.86192920055063e-35
"ENSG000000065550",37369.7164684242,0.616725418822684,0.111582785616508,5.52706598437386,3.25630514700826e-08,7.11178791139293e-08
"ENSG000000065766",43785.1678038816,-0.351051772257315,0.0587815964446796,-5.97213742889232,2.34165138791882e-09,5.45143808501912e-09
"ENSG00000006606",1158.08788893362,-2.0532190012802,0.300622249669432,-6.82989700043144,8.49756212369396e-12,2.2290272453544e-11
"ENSG000000066073",103903.187016089,0.764878061207074,0.0517278897364547,14.7865699742248,1.78838065496443e-49,1.68447871307984e-48
"ENSG000000066115",45194.7973564464,-3.19099731908569,0.277887337340625,-11.4830612636885,1.60495439949418e-30,8.46263448087873e-30
"ENSG000000066257",120654.824707704,-1.08273814095565,0.055447597639318,-19.5272326855127,6.44379590300255e-85,1.7165666120749e-83
"ENSG00000006634",20975.1483011032,-0.557383480535344,0.0678924519649568,-8.20980041821205,2.215564577035e-16,7.1358763661136e-16
"ENSG000000066381",21265.8557198019,0.923937878521877,0.105339240455352,8.77107025385747,1.76975976771512e-18,6.17071081748957e-18
"ENSG000000066523",129444.74284845,1.25129884139745,0.0721039184244661,17.3541031990969,1.83645790291955e-67,2.94070299599036e-66
"ENSG000000066592",901.721189506077,-9.76251195393636,0.962724415049598,-10.1405052176156,3.65205868764569e-24,1.54836590706645e-23
"ENSG000000066950",48177.6631610268,0.0337851735376735,0.0581016502670919,0.581483888708219,0.56091437363627,0.623336554186391
"ENSG000000067040",51272.5684477511,-0.604905137913598,0.0791621124191839,-7.64134659154203,2.14961544397823e-14,6.33887166519125e-14
"ENSG000000067124",277052.542573294,-0.561346111473166,0.047663062681199,-11.7773823144309,5.10540448380999e-32,2.82341547477609e-31
"ENSG000000067155",139127.339891544,-0.395525362123394,0.0489413590811508,-8.0816178698177,6.39131106003395e-16,2.01443052319217e-15
"ENSG000000067406",17096.5748788949,-0.571983344972377,0.155085794483174,-3.68817367753457,0.000225869462603462,0.000383735057659471
"ENSG000000067448",248129.775175268,0.24364050798812,0.0469575511495347,5.18852670174931,2.11964371975574e-07,4.40656541899108e-07
"ENSG000000067474",3053.31275435703,-2.08336215361986,0.171222208457716,-12.1675930499072,4.62520805122146e-34,2.73989416458555e-33
"ENSG000000067565",316887.928130296,-0.104723771103276,0.0874939018812999,-1.19692651546562,0.231335198150506,0.282320400853248
"ENSG000000067571",85296.6648079492,-0.425872382770714,0.0677912541744309,-6.28211393869362,3.3399990690962e-10,8.10138681195078e-10
"ENSG000000067882",1660.24888982812,-2.81611986175198,0.30292756131246,-9.29634744871314,1.45353267608356e-20,5.44640972386093e-20
"ENSG00000006831",595977.486410548,0.0984593148463674,0.0662359337174799,1.48649395155101,0.137148515533576,0.173756578253077
"ENSG000000068371",4454.86366419839,-0.313603268848842,0.0605449354073098,-5.17967798196676,2.22269255032523e-07,4.61600709554588e-07
"ENSG000000070012",42415.5118426895,-0.811483252409413,0.240417231824997,-3.3753123528188,0.000737319545490552,0.00120413177868932
"ENSG000000070380",1018.43188924072,-0.985838391581898,0.263796071548779,-3.73712309585931,0.000186137809569705,0.000318184394247065
"ENSG000000070474",179568.965489469,-0.367031171200684,0.0623563154987767,-5.88603044078004,3.95581484827961e-09,9.10190269736188e-09
"ENSG000000070621",15528.4211026334,-0.160604047707201,0.238977322494987,-0.672047230383417,0.501553629020628,0.564740975748743
"ENSG000000070800",222007.516288184,-0.706264067434484,0.0632163702272932,-11.172170513668,5.58004143188711e-29,2.7924859666722e-28
"ENSG000000071297",3792.85055962948,-0.509891199827435,0.129763925428138,-3.92937558065633,8.51667291415323e-05,0.000149046066657106
"ENSG000000071682",263442.282498633,0.259798001257185,0.0396111795398632,6.55870398900224,5.42774220745342e-11,1.36706271974849e-10
"ENSG000000071716",5699.81660785662,-2.3336959923883,0.161387542182831,-14.4601991010218,2.16171616174123e-47,1.91888215202195e-46
"ENSG000000071747",437.932732029321,0.00442073283573578,0.246206863410374,0.0179553598729999,0.985674465324478,0.991983475149375
"ENSG000000072024",348087.096609319,-0.125548592584972,0.068353056182246,-1.8367663363907,0.066244397524602,0.0880363848555629
"ENSG000000072164",14594.2029750846,-2.75351053237845,0.21938038071231,-12.5513071106816,3.91001817717387e-36,2.45760442870714e-35
"ENSG000000072378",26292.7601231925,-0.389025370211135,0.119714291078981,-3.24961511867013,0.00115561294743306,0.00185927154446202
"ENSG000000072550",124699.219420826,-0.906557513251879,0.0770887060085816,-11.7599264560357,6.2788962719524e-32,3.45990026593012e-31
"ENSG000000072644",12265.7890043335,-0.172235160557454,0.10681804263858,-1.61241636995927,0.106871364997865,0.137646809980689
"ENSG000000073064",2331.36233131128,-1.69445170329477,0.487766797515046,-3.47389718186486,0.000512957554169533,0.000848459345995736
"ENSG000000073122",13505.2001686462,-1.08237865085934,0.105456403768064,-10.2637546150339,1.02636711679568e-24,4.43669196845493e-24
"ENSG000000073141",6649.36578874144,-0.941998813741243,0.126339351973673,-7.45609977434063,8.91212669557089e-14,2.56079890591936e-13
"ENSG000000073418",43059.18374911,-0.022111817566606,0.0448729577677734,-0.492764878148643,0.622178729863896,0.682625387397628
"ENSG000000073506",1833.61181341362,-1.01508779031731,0.256965819754686,-3.95028331505865,7.80587389409359e-05,0.000136900998022767
"ENSG000000073720",6928.97614848222,-0.643922766730245,0.0962214182220041,-6.69209390828737,2.19999602659458e-11,5.64360934234625e-11
"ENSG00000007376",70390.7135314876,-0.335067602179545,0.0609283332410886,-5.49937253089969,3.81145122376322e-08,8.28464364531146e-08
"ENSG000000073845",55006.1254063716,0.547032510010117,0.0825110979542744,6.62980524526857,3.36130059213685e-11,8.55445582953418e-11
"ENSG000000073926",123207.905482412,1.71872658659237,0.0618408751212529,27.7927274350892,5.31089563062306e-170,7.81721829743631e-168
"ENSG000000074021",6662.98490663089,0.678238014027658,0.11925544069709,5.68727103822782,1.29085497823042e-08,2.88427484972875e-08
"ENSG000000075163",102409.256444665,0.138885941575599,0.0740465036426336,1.87565833284845,0.0607022108819908,0.0810887914735429
"ENSG00000007520",199612.643965613,-0.618937374652479,0.0613106936595251,-10.0950965926043,5.80738728652284e-24,2.44544789034717e-23
"ENSG000000075416",180180.33956934,0.295711911620679,0.0575478349204602,5.13854104206349,2.76879725959663e-07,5.71687074055088e-07
"ENSG000000075455",61242.5625122501,1.11318420334462,0.0634973255060495,17.5311982744622,8.28058732515329e-69,1.38114047107694e-67
"ENSG000000078668",100884.858886483,0.568176820347677,0.056770979770008,10.0082264327565,1.40244110728605e-23,5.83950745854617e-23
"ENSG000000079085",20702.619601054,1.62473563693773,0.174309825154977,9.32096418255937,1.1528780933432e-20,4.33544067059332e-20
"ENSG000000079235",211362.415485793,0.472982475846918,0.0423069348379789,11.1797859537279,5.12133576149081e-29,2.56638123858665e-28
"ENSG000000079332",1685504.32298131,-0.156449561126789,0.145223248117177,-1.07730382810714,0.281344552656201,0.337408839548517
"ENSG000000079444",30306.15479005,-0.155520851244074,0.081768326566017,-1.90196935384891,0.0571751611959876,0.0766680979277917
"ENSG000000079527",2386.66842553356,-1.52080552296951,0.116961937931562,-13.0025677572082,1.18303287390006e-38,8.04530291404809e-38
"ENSG00000007968",9306.03341491371,-1.46490690404807,0.145801958918518,-10.0472374645305,9.44788359986329e-24,3.95478328128596e-23
"ENSG00000008018",640687.937818005,-0.544564620158909,0.0639164291471932,-8.51994749119715,1.59625675817376e-17,5.37303324556859e-17
"ENSG000000080562",9253.70373474224,1.08022658647457,0.153335614146255,7.04485120752331,1.85659792558853e-12,5.02753827620391e-12
"ENSG000000080833",54502.0671508771,-0.266079750826133,0.0539349824132417,-4.93334268262979,8.08341519995551e-07,1.62322503626053e-06
"ENSG000000080861",28754.8446985359,-0.208210631992279,0.0798773136522115,-2.60663037441187,0.00914380066873177,0.0135100912392939
"ENSG00000008118",1658.76749102073,0.479368194224711,0.179658254309243,2.66822248756565,0.00762537438105788,0.0113535191878901
"ENSG000000081282",142695.396426471,1.09844230189897,0.0486470594361569,22.579829379832,6.84123247284812e-113,3.86626094609787e-111
"ENSG000000081305",489515.895298829,1.18051725261594,0.0598840066373251,19.7133979321974,1.65473727876192e-86,4.57167235668974e-85
"ENSG000000081962",139.380503763683,-0.158199406614356,0.281495214682887,-0.561996788444777,0.574118207229961,0.635948199530705
"ENSG00000008197",9.01533988789302,0.21265402365698,0.635184141163598,0.334791141459259,0.737782643376827,0.790160783026246
"ENSG000000082269",540583.49576409,0.495890812458849,0.108315845768564,4.57819268215296,4.69010578035705e-06,8.96751254187892e-06
"ENSG000000082565",45610.7397466131,-0.0725418565203835,0.0776853285806277,-0.933790946704874,0.350411740418595,0.410932529398887
"ENSG000000082774",5738.91170519416,-0.885306272316048,0.151242057555229,-5.8535719933112,4.81125841826413e-09,1.10195793908602e-08
"ENSG00000008282",320863.786616327,-0.715781760559454,0.0466421380573647,-15.3462467710876,3.75279414272728e-53,3.92814567298006e-52
"ENSG000000082835",142962.019543566,-0.12370721175246,0.109182239691838,-1.13303420136478,0.257199890962112,0.310755866958953
"ENSG000000082940",238127.004349297,0.271766245198095,0.052178201477121,5.20842492659043,1.90450377675752e-07,3.9697605325117e-07
"ENSG000000083005",23121.7822304206,-1.44427979455215,0.136217346213947,-10.6027597416537,2.89314455228291e-26,1.32121113094876e-25
"ENSG000000083005.1",23121.7822304206,-1.44427979455215,0.136217346213947,-10.6027597416537,2.89314455228291e-26,1.32121113094876e-25
"ENSG000000083114",127539.761281287,1.39194982607903,0.156310021062989,8.90505814414874,5.33580724343378e-19,1.89469519031185e-18
